C:\Windows\explorer.exe,1372,
C:\Windows\explorer.exe,1372,CreateProessW
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegOpenKey
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegQueryInfoKey
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegEnumKey
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegEnumKey
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegEnumKey
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegEnumKey
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegEnumKey
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegEnumKey
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegOpenKey
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegQueryInfoKey
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegEnumValue
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegCloseKey
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,GetFileAttributes
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegOpenKey
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegQueryValue
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegQueryValue
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegCloseKey
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,FindFirstFile
C:\Users\bob\Desktop\final\2d19039c4addd7802d4151f5bafc0c4bc48a1e0e7454091a1f78b74527d90f5f.exe,5776,RegCloseKey
